case_id,accepted,first_withdrawal_amount,monthly_cost,payback_period,requested_amount,offered_amount,credit_score,offer_amt_less_than_requested,pb_treat
Application_554884750,1,0,360,126,36000,36000,0,0,1
Application_1216133547,0,1369,336.01,120,33000,33000,0,0,0
Application_35028253,1,34000,356.38,120,35000,35000,0,0,0
Application_398681491,1,0,250,126,25000,25000,0,0,1
Application_857161852,1,50000,509.11,120,50000,50000,0,0,0
Application_1336873117,1,0,458,126,40000,45800,0,0,1
Application_1407915517,0,10420,519.29,120,50000,51000,0,0,0
Application_1487459545,1,700,315.65,120,0,31000,0,0,0
Application_1557850402,0,1500,509.11,120,52500,50000,0,1,0
Application_2108005341,0,6500,241.45,120,6500,23500,0,0,0
Application_2144848347,1,10000,500,126,50000,50000,0,0,1
Application_1788738350,1,70000,712.76,120,70000,70000,0,0,0
Application_15586698,1,10000,106.46,120,10000,10000,0,0,0
Application_131475958,0,0,750,126,75000,75000,0,0,1
Application_337765670,0,0,305,126,0,30500,0,0,1
Application_305964583,0,0,550,126,75000,55000,0,1,1
Application_746910209,1,2000,254.56,120,25000,25000,0,0,0
Application_521369658,1,0,250,126,25000,25000,0,0,1
Application_16251299,1,30000,305.47,120,25000,30000,0,0,0
Application_1944555010,0,38000,386.93,120,40000,38000,0,1,0
Application_800643944,1,4318,250,126,25000,25000,0,0,1
Application_438370470,0,0,300,126,50000,30000,0,1,1
Application_1602527928,1,5000,616.03,120,5000,60500,0,0,0
Application_756641253,1,0,412.38,120,38000,40500,0,0,0
Application_670113395,0,0,380,126,38000,38000,0,0,1
Application_758636411,1,0,250,126,25000,25000,0,0,1
Application_533600678,0,15000,154.11,120,15000,15000,0,0,0
Application_1109453494,1,5000,500,126,0,50000,0,0,1
Application_1022414754,1,0,750,126,75000,75000,0,0,1
Application_74504168,1,0,400,126,40000,40000,0,0,1
Application_1966896227,1,15000,154.11,120,0,15000,0,0,0
Application_485232482,0,237.6,259.65,120,25500,25500,0,0,0
Application_1951979011,1,150,246.58,120,24000,24000,0,0,0
Application_2025502544,0,25000,254.56,120,0,25000,0,0,0
Application_888403819,1,10000,106.46,120,10000,10000,0,0,0
Application_1593644307,1,0,310,126,0,31000,0,0,1
Application_960810256,1,0,550,126,0,55000,0,0,1
Application_502730145,0,17800,182.88,120,25000,17800,0,1,0
Application_1833814817,0,50,208.57,120,17000,20300,0,0,0
Application_394316227,1,0,300,126,30000,30000,0,0,1
Application_974215457,1,15000,154.11,120,15000,15000,0,0,0
Application_289120003,0,5000,56.3,120,5000,5000,0,0,0
Application_2097788769,1,36800,417.47,120,41000,41000,0,0,0
Application_1958515425,0,4000,670,126,75000,67000,0,1,1
Application_2017963788,1,0,350,126,35000,35000,0,0,1
Application_763602792,1,20000,205.49,120,0,20000,0,0,0
Application_1661451543,1,15000,154.11,120,15000,15000,0,0,0
Application_727070879,1,5200,254.56,120,25000,25000,0,0,0
Application_1335239652,0,308,254.56,120,25000,25000,0,0,0
Application_2082125587,1,0,250,126,25000,25000,0,0,1
Application_224168667,1,0,250,126,30750,25000,0,1,1
Application_993648128,0,0,350,126,35000,35000,0,0,1
Application_985641293,0,1250,298,126,29800,29800,0,0,1
Application_78052092,1,40000,407.29,120,40000,40000,0,0,0
Application_262168122,1,60270,763.67,120,0,75000,0,0,0
Application_692261677,1,0,340,126,340000,34000,0,1,1
Application_871725413,1,2500,560.02,120,55000,55000,0,0,0
Application_2023987812,1,9000,205.49,120,20000,20000,0,0,0
Application_106321275,1,5141,106.46,120,5000,10000,0,0,0
Application_1104076101,0,18000,184.94,120,20000,18000,0,1,0
Application_1348375681,0,4100,356.38,120,32000,35000,0,0,0
Application_1281881327,0,14415,164.39,120,14000,16000,0,0,0
Application_723598100,1,1461,325.83,120,0,32000,0,0,0
Application_180597245,1,11000,560.02,120,55000,55000,0,0,0
Application_1410283418,1,0,325,126,31000,32500,0,0,1
Application_864174879,1,15000,154.11,120,15000,15000,0,0,0
Application_404722550,0,13574,407.29,120,40000,40000,0,0,0
Application_882302697,1,0,420,126,42000,42000,0,0,1
Application_2031313671,1,0,750,126,0,75000,0,0,1
Application_1154088974,1,0,356.38,120,35000,35000,0,0,0
Application_1138732156,1,5000,56.3,120,5000,5000,0,0,0
Application_1493897286,1,6409,174.66,120,17000,17000,0,0,0
Application_1090578179,1,0,500,126,50000,50000,0,0,1
Application_1705089656,1,0,350,126,35000,35000,0,0,1
Application_113051359,1,5000,56.3,120,5000,5000,0,0,0
Application_1998898103,0,0,75,120,0,6800,0,0,0
Application_351888219,1,5000,56.3,120,5000,5000,0,0,0
Application_414265477,1,50000,509.11,120,50000,50000,0,0,0
Application_1270822930,0,0,250,126,25000,25000,0,0,1
Application_204600069,1,25000,254.56,120,25000,25000,0,0,0
Application_1306223577,1,5000,56.3,120,5000,5000,0,0,0
Application_196690776,1,21000,215.76,120,21000,21000,0,0,0
Application_1500356125,1,0,350,126,0,35000,0,0,1
Application_1641962063,1,21500,220.9,120,30000,21500,0,1,0
Application_1454072601,1,0,335,126,35000,33500,0,1,1
Application_1276681521,0,3000,84.45,120,10000,7500,0,1,0
Application_248150780,0,0,260,126,26000,26000,0,0,1
Application_1814772020,1,16300,315.65,120,38500,31000,0,1,0
Application_2108392299,1,10197,407.29,120,0,40000,0,0,0
Application_2009663081,1,25000,621.12,120,30000,61000,0,0,0
Application_207820771,1,50000,509.11,120,50000,50000,0,0,0
Application_747472951,1,0,264.74,120,26000,26000,0,0,0
Application_1610018753,1,75000,763.67,120,75000,75000,0,0,0
Application_859042560,1,455,285.1,120,28000,28000,0,0,0
Application_792507306,1,0,295,126,0,29500,0,0,1
Application_939741612,1,16400,407.29,120,40000,40000,0,0,0
Application_477437120,1,5000,305.47,120,30000,30000,0,0,0
Application_1631920449,1,15000,154.11,120,15000,15000,0,0,0
Application_849589641,0,0,250,126,0,25000,0,0,1
Application_1202745841,1,0,480,126,48000,48000,0,0,1
Application_1229796467,1,0,223.98,120,21800,21800,0,0,0
Application_1999778046,1,6000,67.56,120,6000,6000,0,0,0
Application_1841925470,0,55000,560.02,120,55000,55000,0,0,0
Application_570390612,0,40000,407.29,120,40000,40000,0,0,0
Application_537362373,1,30000,305.47,120,30000,30000,0,0,0
Application_1514596806,1,0,450,126,45000,45000,0,0,1
Application_210847484,0,9974.7,231.17,120,0,22500,0,0,0
Application_1958613615,1,0,416,126,42500,41600,0,1,1
Application_1253659798,1,10000,106.46,120,10000,10000,0,0,0
Application_912059200,0,0,61.93,120,5500,5500,0,0,0
Application_1753907960,0,0,628,126,75000,62800,0,1,1
Application_600773420,1,25000,254.56,120,25000,25000,0,0,0
Application_134745858,0,25000,254.56,120,25000,25000,0,0,0
Application_1457797265,0,0,750,126,0,75000,0,0,1
Application_665388395,1,0,300,126,30000,30000,0,0,1
Application_1903287729,1,0,750,126,75000,75000,0,0,1
Application_192361447,0,10000,400,126,40000,40000,0,0,1
Application_1237813582,0,3030,205.49,120,20000,20000,0,0,0
Application_879674772,0,14172,300.38,120,30000,29500,0,1,0
Application_2034787267,0,15000,154.11,120,15000,15000,0,0,0
Application_888168160,1,480,254.56,120,25000,25000,0,0,0
Application_1253618293,0,6000,350,126,30000,35000,0,0,1
Application_1391573006,0,2700,509.11,120,0,50000,0,0,0
Application_905862815,1,14500,154.36,120,30000,14500,0,1,0
Application_2014314666,1,30000,376.74,120,30000,37000,0,0,0
Application_1987994674,1,0,250,126,25000,25000,0,0,1
Application_976343211,0,0,550,126,0,55000,0,0,1
Application_1448497255,1,50000,509.11,120,50000,50000,0,0,0
Application_136986393,0,0,580,126,58000,58000,0,0,1
Application_1137735607,1,0,400,126,40000,40000,0,0,1
Application_882510521,1,30000,305.47,120,30000,30000,0,0,0
Application_45877425,1,4910,305.47,120,30000,30000,0,0,0
Application_1343149415,1,14700,184.94,120,18000,18000,0,0,0
Application_2134111316,1,30000,305.47,120,30000,30000,0,0,0
Application_1606501584,0,20000,205.49,120,20000,20000,0,0,0
Application_844234101,0,49400,503,120,49838,49400,0,1,0
Application_504451004,1,0,250,126,25000,25000,0,0,1
Application_634947740,1,26000,264.74,120,26000,26000,0,0,0
Application_323553281,1,36000,366.56,120,40000,36000,0,1,0
Application_43358875,1,15000,154.11,120,15000,15000,0,0,0
Application_1623974394,0,4633,106.46,120,10000,10000,0,0,0
Application_2142479419,1,30000,305.47,120,30000,30000,0,0,0
Application_915035854,1,0,350,126,5000,35000,0,0,1
Application_1966157925,1,30000,305.47,120,30000,30000,0,0,0
Application_968899175,1,0,350,126,35000,35000,0,0,1
Application_706230820,1,0,250,126,25000,25000,0,0,1
Application_1105196432,1,0,560,126,25000,56000,0,0,1
Application_1772721848,1,15000,154.11,120,15000,15000,0,0,0
Application_840274915,1,0,250,126,25000,25000,0,0,1
Application_317782907,0,5171.71,241.45,120,5000,23500,0,0,0
Application_1501561429,1,6609,205.49,120,20000,20000,0,0,0
Application_1381631969,1,10000,106.46,120,10000,10000,0,0,0
Application_440721202,1,250,295,126,0,29500,0,0,1
Application_1798954081,1,20000,205.49,120,20000,20000,0,0,0
Application_1123248266,0,0,490,126,48750,49000,0,0,1
Application_283246412,1,30000,305.47,120,30000,30000,0,0,0
Application_1081819343,0,5500,356.38,120,35000,35000,0,0,0
Application_615974252,1,0,750,126,0,75000,0,0,1
Application_1130565073,1,0,250,126,25000,25000,0,0,1
Application_1590553052,1,0,650,126,0,65000,0,0,1
Application_1655325505,1,0,400,126,40000,40000,0,0,1
Application_1944463667,1,16000,164.39,120,16000,16000,0,0,0
Application_1193161185,1,6431.13,215.76,120,0,21000,0,0,0
Application_255847143,0,1800.37,254.56,120,25000,25000,0,0,0
Application_1081958164,0,15000,154.11,120,15000,15000,0,0,0
Application_675694882,1,15000,154.11,120,15000,15000,0,0,0
Application_838450726,1,10000,106.46,120,10000,10000,0,0,0
Application_1811767634,1,15000,154.11,120,15000,15000,0,0,0
Application_1744421968,0,9300,254.56,120,25000,25000,0,0,0
Application_842492810,1,0,500,126,50000,50000,0,0,1
Application_1617021214,0,12000,127.75,120,12000,12000,0,0,0
Application_2019186957,1,60000,610.93,120,60000,60000,0,0,0
Application_1829024669,0,15122.85,560.02,120,20000,55000,0,0,0
Application_745284550,1,12500,133.07,120,12500,12500,0,0,0
Application_323503103,1,25000,254.56,120,25000,25000,0,0,0
Application_1730306413,1,3436,154.11,120,14000,15000,0,0,0
Application_1302193360,1,0,500,126,50000,50000,0,0,1
Application_1579115140,0,34000,346.2,120,45000,34000,0,1,0
Application_636194219,0,0,356.38,120,35000,35000,0,0,0
Application_181209954,1,4539,106.46,120,10000,10000,0,0,0
Application_1837691373,1,8000,154.11,120,15000,15000,0,0,0
Application_282538124,1,0,300,126,30000,30000,0,0,1
Application_411690248,1,0,600,126,60000,60000,0,0,1
Application_1737739204,0,2500,84.45,120,0,7500,0,0,0
Application_1344524409,1,14000,293.25,120,14000,28800,0,0,0
Application_1669103451,1,5000,56.3,120,5000,5000,0,0,0
Application_1164410455,1,10000,458.2,120,0,45000,0,0,0
Application_1237142395,0,91,264.74,120,30000,26000,0,1,0
Application_619587123,1,15000,154.11,120,15000,15000,0,0,0
Application_414438383,0,20000,205.49,120,20000,20000,0,0,0
Application_248337955,1,2665,246.58,120,24000,24000,0,0,0
Application_15330255,1,846.56,661.85,120,65000,65000,0,0,0
Application_473820095,0,25000,254.56,120,25000,25000,0,0,0
Application_158521766,1,25000,254.56,120,35000,25000,0,1,0
Application_797761417,0,0,750,126,75000,75000,0,0,1
Application_243125034,1,10000,106.46,120,10000,10000,0,0,0
Application_1697318009,1,75000,763.67,120,75000,75000,0,0,0
Application_1778874587,1,0,356.38,120,35000,35000,0,0,0
Application_1171943234,1,0,600,126,75000,60000,0,1,1
Application_1740827831,0,8000,90.08,120,20000,8000,0,1,0
Application_1470706778,1,6500,106.46,120,10000,10000,0,0,0
Application_765830470,0,16150,509.11,120,15000,50000,0,0,0
Application_1380504217,1,32000,325.83,120,30000,32000,0,0,0
Application_2051427659,1,0,250,126,0,25000,0,0,1
Application_1252719024,1,0,350,126,75000,35000,0,1,1
Application_1072286764,0,0,542,126,55000,54200,0,1,1
Application_262306667,0,30597,610.93,120,55000,60000,0,0,0
Application_1166791291,0,14000,149.04,120,14000,14000,0,0,0
Application_1617403964,0,0,450,126,0,45000,0,0,1
Application_1650429463,0,2000,483.66,120,47500,47500,0,0,0
Application_882662504,1,8500,154.11,120,15000,15000,0,0,0
Application_1903639475,0,10000,106.46,120,10000,10000,0,0,0
Application_104058265,1,817,56.3,120,0,5000,0,0,0
Application_491870428,0,211,319.72,120,20000,31400,0,0,0
Application_97127623,0,0,541.7,120,53250,53200,0,1,0
Application_1420012783,0,0,250,126,25000,25000,0,0,1
Application_418702437,1,30000,305.47,120,25000,30000,0,0,0
Application_1794658977,1,0,400,126,0,40000,0,0,1
Application_1233972633,1,25000,254.56,120,25000,25000,0,0,0
Application_453692151,0,29000,295.29,120,32500,29000,0,1,0
Application_1230944650,1,12500,133.07,120,0,12500,0,0,0
Application_1389334509,1,15000,154.11,120,15000,15000,0,0,0
Application_340534713,0,76.15,551.88,120,66298,54200,0,1,0
Application_496579687,1,15000,356.38,120,35000,35000,0,0,0
Application_961981990,1,15000,154.11,120,15000,15000,0,0,0
Application_302885057,1,12227.48,205.49,120,12000,20000,0,0,0
Application_901455291,1,42500,560.02,120,55000,55000,0,0,0
Application_1098955308,1,20000,205.49,120,0,20000,0,0,0
Application_878749762,1,80,209.59,120,7500,20400,0,0,0
Application_1204758594,1,0,750,126,39000,75000,0,0,1
Application_235442049,1,50000,509.11,120,50000,50000,0,0,0
Application_1598375191,0,0,300,126,30000,30000,0,0,1
Application_1003594594,1,19000,195.21,120,20000,19000,0,1,0
Application_1979578965,1,0,300,126,30000,30000,0,0,1
Application_801957623,1,0,425,120,40800,40800,0,0,0
Application_139728999,1,0,350,126,35000,35000,0,0,1
Application_235629887,0,8500,254.56,120,25000,25000,0,0,0
Application_278761295,0,15000,154.11,120,15000,15000,0,0,0
Application_787824410,1,0,370,126,37000,37000,0,0,1
Application_1808303712,1,0,254.56,120,25000,25000,0,0,0
Application_1423036521,0,40000,407.29,120,40000,40000,0,0,0
Application_1126528184,1,0,400,126,40000,40000,0,0,1
Application_1091798622,0,2500,190.07,120,25000,18500,0,1,0
Application_312193292,1,50000,509.11,120,50000,50000,0,0,0
Application_2131487871,1,25000,254.56,120,25000,25000,0,0,0
Application_1826191145,1,20000,205.49,120,20000,20000,0,0,0
Application_595946672,0,50000,509.11,120,50000,50000,0,0,0
Application_1488070527,0,1290,154.11,120,15000,15000,0,0,0
Application_1810136916,1,0,400,126,40000,40000,0,0,1
Application_338416179,1,0,400,126,0,40000,0,0,1
Application_1549242228,1,10011,763.67,120,75000,75000,0,0,0
Application_1035092593,0,4000,250,126,25000,25000,0,0,1
Application_804201870,1,48848.76,560.02,120,55000,55000,0,0,0
Application_449329426,1,8436.76,254.56,120,0,25000,0,0,0
Application_577073397,1,50000,509.11,120,50000,50000,0,0,0
Application_1539873875,1,10000,106.46,120,8000,10000,0,0,0
Application_1564612353,1,17500,179.8,120,17500,17500,0,0,0
Application_255745903,0,19800,203.43,120,25000,19800,0,1,0
Application_1337760725,1,0,380,126,38000,38000,0,0,1
Application_839133029,1,3500,117.1,120,11000,11000,0,0,0
Application_200497167,1,15000,154.11,120,0,15000,0,0,0
Application_885540392,0,3581.79,205.49,120,20000,20000,0,0,0
Application_695774784,1,0,390,126,39000,39000,0,0,1
Application_955389375,1,5000,154.11,120,15000,15000,0,0,0
Application_1689912743,1,0,400,126,40000,40000,0,0,1
Application_1719043764,0,7500,84.45,120,7500,7500,0,0,0
Application_1198497217,1,25000,254.56,120,35000,25000,0,1,0
Application_1566847946,1,23500,336.01,120,5000,33000,0,0,0
Application_619302279,1,8656.23,144.78,120,13675,13600,0,1,0
Application_1066042180,0,20000,205.49,120,20000,20000,0,0,0
Application_1339031841,0,9500,106.97,120,9500,9500,0,0,0
Application_908021956,0,20000,205.49,120,20000,20000,0,0,0
Application_1846073266,1,0,250,126,25000,25000,0,0,1
Application_1134276434,1,12500,350,126,35000,35000,0,0,1
Application_70616448,1,4300,226.03,120,22000,22000,0,0,0
Application_1198811492,1,2251.63,495.88,120,48500,48700,0,0,0
Application_1733375456,1,0,250,126,25000,25000,0,0,1
Application_388511721,0,2643,356.38,120,35000,35000,0,0,0
Application_339910304,0,5000,56.3,120,5000,5000,0,0,0
Application_2030856099,1,28900,356.38,120,40000,35000,0,1,0
Application_955766793,1,5000,106.46,120,5000,10000,0,0,0
Application_899377360,0,24000,246.58,120,30000,24000,0,1,0
Application_1420526909,1,0,350,126,35000,35000,0,0,1
Application_551630136,1,12275,293.25,120,12500,28800,0,0,0
Application_981920582,1,0,275,126,0,27500,0,0,1
Application_944269054,0,15000,154.11,120,15000,15000,0,0,0
Application_922441325,0,20000,205.49,120,20000,20000,0,0,0
Application_1901025348,1,8000,280,126,0,28000,0,0,1
Application_143169917,0,5914,509.11,120,50000,50000,0,0,0
Application_745437897,1,0,370,126,37000,37000,0,0,1
Application_756037583,0,1505,584.46,120,75000,57400,0,1,0
Application_826449526,1,10000,106.46,120,10000,10000,0,0,0
Application_527611646,1,19000,195.21,120,50000,19000,0,1,0
Application_609925410,1,0,350,126,35000,35000,0,0,1
Application_812403249,1,0,750,126,75000,75000,0,0,1
Application_1191444232,0,47000,478.57,120,55000,47000,0,1,0
Application_978087299,1,5040.37,142.65,120,5000,13400,0,0,0
Application_1656925411,1,0,425,126,42500,42500,0,0,1
Application_2007088325,1,32000,325.83,120,35000,32000,0,1,0
Application_507950555,1,0,750,126,0,75000,0,0,1
Application_1370742295,1,1104,478.57,120,47000,47000,0,0,0
Application_1823648369,1,15000,154.11,120,0,15000,0,0,0
Application_1174382778,1,950,287.14,120,28250,28200,0,1,0
Application_1173489036,0,0,350,126,35000,35000,0,0,1
Application_1765871394,1,50000,509.11,120,50000,50000,0,0,0
Application_1751335552,1,1500,250,126,25000,25000,0,0,1
Application_1811477366,1,50000,750,126,75000,75000,0,0,1
Application_1880587778,1,75000,763.67,120,75000,75000,0,0,0
Application_1332775034,1,3000,250,126,25000,25000,0,0,1
Application_1604379174,1,15000,500,126,50000,50000,0,0,1
Application_1323381613,1,0,300,126,20000,30000,0,0,1
Application_1559138834,1,0,254.56,120,25000,25000,0,0,0
Application_500570899,1,8000,600,126,60000,60000,0,0,1
Application_575489556,0,12500,184.94,120,20000,18000,0,1,0
Application_1110018082,1,6000,250,126,25000,25000,0,0,1
Application_1253791375,0,5000,407.29,120,40000,40000,0,0,0
Application_1619492169,1,0,400,126,50000,40000,0,1,1
Application_835009684,1,44425,610.93,120,0,60000,0,0,0
Application_1166636265,1,30000,305.47,120,30000,30000,0,0,0
Application_494354590,1,893.27,56.3,120,0,5000,0,0,0
Application_1450294116,1,10000,106.46,120,10000,10000,0,0,0
Application_1962617043,0,0,356.38,120,35000,35000,0,0,0
Application_1021612767,0,15000,154.11,120,15000,15000,0,0,0
Application_1189264355,1,15000,154.11,120,15000,15000,0,0,0
Application_697223870,1,30000,305.47,120,30000,30000,0,0,0
Application_934735261,1,35000,356.38,120,35000,35000,0,0,0
Application_1188619723,0,0,300,126,50000,30000,0,1,1
Application_269073521,1,30000,305.47,120,30000,30000,0,0,0
Application_2871646,1,0,410,126,25000,41000,0,0,1
Application_975830076,1,15000,154.11,120,15000,15000,0,0,0
Application_1401475879,0,14000,149.04,120,75000,14000,0,1,0
Application_613076876,1,12560,143.72,120,25000,13500,0,1,0
Application_2045572635,1,0,250,126,25000,25000,0,0,1
Application_1676187204,0,20000,205.49,120,20000,20000,0,0,0
Application_814620974,1,40000,539.66,120,53000,53000,0,0,0
Application_61094189,0,13920,154.11,120,15000,15000,0,0,0
Application_604477014,1,16264,254.56,120,25000,25000,0,0,0
Application_1607375745,0,25000,254.56,120,40000,25000,0,1,0
Application_1376997987,0,2952,106.46,120,10000,10000,0,0,0
Application_1102655533,0,5000,205.49,120,0,20000,0,0,0
Application_1322491005,1,15000,154.11,120,0,15000,0,0,0
Application_19373519,0,5000,56.3,120,5000,5000,0,0,0
Application_1331923786,0,4000,360,126,0,36000,0,0,1
Application_678463000,0,5200,205.49,120,0,20000,0,0,0
Application_235330387,1,10000,500,126,50000,50000,0,0,1
Application_1470167814,0,10000,106.46,120,10000,10000,0,0,0
Application_868478580,0,15000,154.11,120,15000,15000,0,0,0
Application_1466879927,0,0,475,126,47500,47500,0,0,1
Application_1674108037,0,25000,254.56,120,50000,25000,0,1,0
Application_1313695020,0,7000,78.82,120,10000,7000,0,1,0
Application_793788513,0,10000,106.46,120,10000,10000,0,0,0
Application_503618101,0,2942.49,154.11,120,0,15000,0,0,0
Application_173309491,0,15000,154.11,120,15000,15000,0,0,0
Application_403277205,1,0,650,126,65000,65000,0,0,1
Application_473696003,1,75000,763.67,120,75000,75000,0,0,0
Application_1673270348,1,0,300,126,30000,30000,0,0,1
Application_583364017,1,11000,264.74,120,15000,26000,0,0,0
Application_1033312536,0,23000,236.31,120,25000,23000,0,1,0
Application_1575484054,1,47600,570.21,120,60000,56000,0,1,0
Application_2118940037,1,7800,87.83,120,7750,7800,0,0,0
Application_753441891,1,5000,320.74,120,5000,31500,0,0,0
Application_310763026,0,18997,360,126,0,36000,0,0,1
Application_960585764,1,25000,407.29,120,0,40000,0,0,0
Application_1528695569,1,0,750,126,75000,75000,0,0,1
Application_627335126,1,3500,154.11,120,0,15000,0,0,0
Application_926829720,1,1500,122.43,120,0,11500,0,0,0
Application_518112881,1,1400,500,126,45000,50000,0,0,1
Application_1010273024,1,0,260,126,26000,26000,0,0,1
Application_1986254841,1,0,400,126,50000,40000,0,1,1
Application_924568325,1,7500,84.45,120,7500,7500,0,0,0
Application_1582160031,1,9000,529.48,120,23000,52000,0,0,0
Application_510874632,1,3350,330.92,120,32500,32500,0,0,0
Application_347458057,1,5000,254.56,120,0,25000,0,0,0
Application_1328058333,1,15000,154.11,120,15000,15000,0,0,0
Application_893200957,1,0,500,126,50000,50000,0,0,1
Application_1101004527,0,15000,154.11,120,15000,15000,0,0,0
Application_130844372,1,35000,356.38,120,35000,35000,0,0,0
Application_898394226,1,2853,722.94,120,71000,71000,0,0,0
Application_297072684,0,6000,205.49,120,20000,20000,0,0,0
Application_1434695643,1,75000,763.67,120,75000,75000,0,0,0
Application_830716004,0,60000,610.93,120,60000,60000,0,0,0
Application_1441668659,1,0,335,126,9000,33500,0,0,1
Application_1012033620,0,110,195.21,120,19000,19000,0,0,0
Application_1336532322,1,0,300,126,30000,30000,0,0,1
Application_688466386,1,8000,90.08,120,8000,8000,0,0,0
Application_995081132,0,9,116.04,120,10900,10900,0,0,0
Application_215134358,1,0,750,126,60000,75000,0,0,1
Application_643216783,0,20000,205.49,120,20000,20000,0,0,0
Application_834818431,0,25000,254.56,120,40000,25000,0,1,0
Application_643793243,0,18600,280.01,120,27500,27500,0,0,0
Application_1053715175,1,15000,264.74,120,15000,26000,0,0,0
Application_1544975283,1,4545,570.21,120,56000,56000,0,0,0
Application_673177567,1,12533,483.66,120,47500,47500,0,0,0
Application_1285560080,1,30000,305.47,120,30000,30000,0,0,0
Application_880170648,0,19000,195.21,120,20000,19000,0,1,0
Application_1101002718,1,0,600,126,60000,60000,0,0,1
Application_297201507,1,0,356.38,120,35000,35000,0,0,0
Application_269730428,1,5000,488.75,120,55000,48000,0,1,0
Application_961030297,0,5000,56.3,120,5000,5000,0,0,0
Application_2074051157,0,4237.78,333.98,120,34000,32800,0,1,0
Application_1882834198,0,0,154.11,120,16000,15000,0,1,0
Application_1388947970,0,5000,56.3,120,5000,5000,0,0,0
Application_302995648,1,35000,509.11,120,35000,50000,0,0,0
Application_713715787,1,0,400,126,40000,40000,0,0,1
Application_795903277,1,0,300,126,0,30000,0,0,1
Application_13769543,1,0,500,126,50000,50000,0,0,1
Application_1828676985,1,57500,585.48,120,57500,57500,0,0,0
Application_1351208575,1,25000,254.56,120,25000,25000,0,0,0
Application_695404723,1,0,250,126,0,25000,0,0,1
Application_1488569792,0,22000,226.03,120,22000,22000,0,0,0
Application_362911825,0,0,750,126,75000,75000,0,0,1
Application_1922414959,1,50000,509.11,120,50000,50000,0,0,0
Application_2025293576,1,21400,219.87,120,25000,21400,0,1,0
Application_1094185064,1,17000,174.66,120,45000,17000,0,1,0
Application_399511354,1,1961,154.36,120,15000,14500,0,1,0
Application_144837004,1,17500,179.8,120,17500,17500,0,0,0
Application_408343929,1,25000,254.56,120,0,25000,0,0,0
Application_2009452905,1,0,250,126,50000,25000,0,1,1
Application_1345660235,0,9404,179.8,120,17500,17500,0,0,0
Application_1388870329,1,0,250,126,25000,25000,0,0,1
Application_1494422836,1,0,250,126,25000,25000,0,0,1
Application_271317024,1,0,250,126,25000,25000,0,0,1
Application_87242903,1,0,500,126,50000,50000,0,0,1
Application_220533411,1,0,250,126,25000,25000,0,0,1
Application_128706287,1,15000,154.11,120,15000,15000,0,0,0
Application_782053637,1,0,300,126,30000,30000,0,0,1
Application_1694238544,1,15000,154.11,120,15000,15000,0,0,0
Application_1345825411,1,30000,305.47,120,30000,30000,0,0,0
Application_1039421213,1,7000,78.82,120,7000,7000,0,0,0
Application_1730750122,0,10000,250,126,25000,25000,0,0,1
Application_2031244640,0,0,500,126,50000,50000,0,0,1
Application_1103543467,1,0,205.49,120,0,20000,0,0,0
Application_1895381071,1,25000,500,126,0,50000,0,0,1
Application_1462021928,1,0,127.75,120,12000,12000,0,0,0
Application_1891491340,1,0,250,126,25000,25000,0,0,1
Application_951823599,1,0,712.76,120,70000,70000,0,0,0
Application_1323807979,0,40000,407.29,120,0,40000,0,0,0
Application_803740178,1,1000,250,120,24000,24000,0,0,0
Application_2102871666,1,0,465,126,55000,46500,0,1,1
Application_145460789,1,24555,763.67,120,75000,75000,0,0,0
Application_1098376424,0,10800,114.97,120,20000,10800,0,1,0
Application_946996361,0,0,437.84,120,0,43000,0,0,0
Application_267269158,1,30000,305.47,120,30000,30000,0,0,0
Application_952071836,1,5000,56.3,120,5000,5000,0,0,0
Application_1526702402,0,20000,264.74,120,20000,26000,0,0,0
Application_202231790,1,0,106.46,120,10000,10000,0,0,0
Application_712590376,1,5000,56.3,120,0,5000,0,0,0
Application_737288213,0,5000,90.08,120,5000,8000,0,0,0
Application_218542352,1,12470,366.56,120,36000,36000,0,0,0
Application_219225160,1,20000,205.49,120,20000,20000,0,0,0
Application_522494401,1,0,300,126,30000,30000,0,0,1
Application_1954624131,1,9896,407.29,120,39000,40000,0,0,0
Application_560023666,0,206,149.04,120,14000,14000,0,0,0
Application_56810676,1,0,350,126,0,35000,0,0,1
Application_1288742895,0,0,450,126,0,45000,0,0,1
Application_298228996,1,2500,305.47,120,30000,30000,0,0,0
Application_1222679436,0,5000,264.74,120,28500,26000,0,1,0
Application_1728172417,1,0,356.38,120,35000,35000,0,0,0
Application_501431890,1,0,300,126,30000,30000,0,0,1
Application_652414203,1,0,250,126,25000,25000,0,0,1
Application_478491113,0,156,397.11,120,39000,39000,0,0,0
Application_1248715190,1,500,500,126,0,50000,0,0,1
Application_768441627,1,5353,236.31,120,23000,23000,0,0,0
Application_2061792565,1,0,350,126,35000,35000,0,0,1
Application_695787496,0,0,110.35,120,8600,9800,0,0,0
Application_1992893166,1,2500,285.1,120,35000,28000,0,1,0
Application_502039945,0,30000,305.47,120,30000,30000,0,0,0
Application_421750305,1,30000,305.47,120,30000,30000,0,0,0
Application_1756485356,1,10260.5,330.92,120,32500,32500,0,0,0
Application_1692532833,1,7500,113.91,120,7500,10700,0,0,0
Application_1301036213,1,35653,458.2,120,45000,45000,0,0,0
Application_976534661,1,20000,205.49,120,20000,20000,0,0,0
Application_595742517,0,0,385,126,36500,38500,0,0,1
