case_id,accepted,first_withdrawal_amount,monthly_cost,payback_period,requested_amount,offered_amount,credit_score,offer_amt_less_than_requested,chased
Application_2144661227,1,3000,450,126,45000,45000,926,0,0
Application_2144848347,1,10000,500,126,50000,50000,0,0,0
Application_2144860637,1,5000,98.28,60,5000,5000,979,0,0
Application_2144874964,1,10000,110.19,118,8000,10000,1040,0,0
Application_2144876360,1,10000,189.08,60,10000,10000,895,0,0
Application_2145048800,1,1711,149.32,50,6500,6500,877,0,0
Application_2145055012,1,18000,349.81,57,18000,18000,1016,0,0
Application_214534974,0,12000,500,39,25000,18000,0,1,0
Application_2145834654,0,6500,200,57,5000,10000,732,0,0
Application_2145853328,1,1000,100,134,10000,10000,0,0,0
Application_2145932809,0,10000,200,57,9000,10000,0,0,0
Application_2145965847,1,1641.38,329.47,120,31500,31500,856,0,0
Application_2146296643,1,2782.37,77.48,180,9000,9000,944,0,1
Application_2147069097,1,20000,223.78,108,20000,20000,945,0,0
Application_2147201499,1,0,600,77,0,40000,0,0,0
Application_2147356192,1,2500,125,134,12500,12500,0,0,0
Application_214938001,1,0,175,91,0,13000,798,0,0
Application_215068330,1,12379,325.83,120,0,32000,940,0,0
Application_215437353,0,19329,373.27,77,37500,24700,0,1,0
Application_215620397,1,0,800,56,40000,40000,0,0,0
Application_215812182,0,16200,300.65,60,20000,16200,694,1,0
Application_215908767,1,7000,136.35,60,7000,7000,961,0,0
Application_215914032,0,5000,222.31,24,5000,5000,714,0,0
Application_216061222,1,5000,98.8,59,5000,5000,0,0,1
Application_216123233,0,6000,300,126,0,30000,0,0,0
Application_216310730,1,6000,108.91,66,6000,6000,909,0,0
Application_216444008,1,3500,265,126,28000,26500,0,1,0
Application_216567343,1,18000,334.05,60,18000,18000,977,0,0
Application_217044343,0,1000,220,127,22000,22000,0,0,0
Application_217121981,1,6000,120.3,58,6000,6000,865,0,0
Application_217163587,1,18000,334.05,60,18000,18000,844,0,0
Application_217974632,0,7500,150,58,7500,7500,0,0,0
Application_2188153,0,4667,153.15,49,7100,6600,0,1,1
Application_218935050,1,0,269.83,120,26500,26500,875,0,0
Application_219000688,1,5000,100.25,58,5000,5000,840,0,1
Application_219333502,1,100,254.56,120,25000,25000,983,0,0
Application_219877997,1,20000,205.49,120,0,20000,989,0,0
Application_21990922,1,15000,296.2,56,15000,15000,977,0,0
Application_219941262,0,5000,222.31,24,0,5000,645,0,0
Application_220112,0,8400,300,102,25800,25200,0,1,0
Application_220200045,0,28500,473.47,120,25000,46500,748,0,0
Application_220284580,1,5000,97.4,60,5000,5000,800,0,0
Application_220533411,1,0,250,126,25000,25000,0,0,0
Application_220720983,1,25000,254.56,120,25000,25000,904,0,0
Application_220891404,0,6051,290.19,120,0,28500,925,0,0
Application_221002088,1,13000,299.85,48,13000,13000,944,0,0
Application_221017762,1,0,729.62,60,39500,39500,887,0,0
Application_221049718,0,0,210,54,0,10000,792,0,0
Application_221098418,1,5000,97.4,60,5000,5000,1093,0,0
Application_22120112,0,6500,400,118,38000,38000,0,0,0
Application_221581677,1,0,500,56,25000,25000,0,0,1
Application_221927829,1,6000,123.98,56,6000,6000,1020,0,0
Application_222177549,1,7000,500,74,32000,32000,0,0,0
Application_223017587,0,0,1500,36,50000,50000,0,0,0
Application_223056310,1,10000,246.69,45,10000,10000,890,0,0
Application_223366470,0,0,250,22,5000,5000,0,0,0
Application_223400033,1,2840,236.31,120,23000,23000,759,0,0
Application_223448092,0,228,222.84,102,19000,19000,811,0,0
Application_223762502,1,10000,224.5,50,10000,10000,991,0,0
Application_224037937,0,6500,560.37,12,6500,6500,948,0,0
Application_224343695,1,2315,118.09,110,10000,10000,853,0,0
Application_224630552,1,15000,154.11,120,15000,15000,956,0,0
Application_22464644,1,5000,100,134,0,10000,0,0,0
Application_224754935,1,20000,500,69,0,30000,0,0,0
Application_224813522,0,5000,300,18,5000,5000,860,0,0
Application_224819318,1,5000,133,42,5000,5000,964,0,0
Application_225061253,1,13663.72,949.25,43,37500,37500,940,0,0
Application_22510455,1,5000,56.3,120,5000,5000,0,0,0
Application_225794789,0,0,425,126,42500,42500,865,0,0
Application_225913456,1,5000,291.87,18,5000,5000,917,0,0
Application_226158643,0,8500,297.88,31,8500,8500,0,0,0
Application_226252774,1,500,200,127,20000,20000,863,0,0
Application_226313055,1,0,150,58,7500,7500,775,0,0
Application_226404967,1,0,400,126,40000,40000,0,0,0
Application_226434703,1,5000,50,138,5000,5000,0,0,0
Application_227264650,1,1500,80,138,8000,8000,928,0,0
Application_227670423,1,10000,300.07,36,10000,10000,825,0,0
Application_228928958,1,15000,500,56,25000,25000,911,0,0
Application_228960832,0,6000,150,45,6000,6000,630,0,1
Application_229037664,1,0,296.93,60,15000,16000,977,0,0
Application_229331392,0,10000,106.46,120,10000,10000,877,0,0
Application_229549749,1,0,500,56,25000,25000,0,0,0
Application_229606305,1,20000,371.17,60,20000,20000,953,0,0
Application_229840349,0,20000,205.49,120,24000,20000,0,1,0
Application_229963062,1,20000,400,56,20000,20000,870,0,0
Application_230072380,0,12500,133.07,120,12500,12500,865,0,0
Application_230180428,0,0,100,110,0,8500,700,0,0
Application_230192443,0,0,200,57,10000,10000,791,0,0
Application_230292120,1,15000,155,122,0,15000,0,0,0
Application_230399183,0,7500,146.09,60,7500,7500,0,0,0
Application_230692949,1,0,250,126,10000,25000,906,0,0
Application_230883551,1,8500,259.8,36,8500,8500,805,0,0
Application_231527175,0,25000,254.56,120,25000,25000,0,0,0
Application_231706727,1,5000,152.82,36,5000,5000,0,0,1
Application_231846269,1,412,486.72,72,31000,31000,785,0,0
Application_231970224,1,10136,352.61,60,19000,19000,796,0,0
Application_231977792,0,0,300,78,16500,20000,0,0,0
Application_232070640,1,5000,254.56,120,25000,25000,897,0,0
Application_232254008,0,3761,390.4,33,0,12000,702,0,0
Application_232637291,1,10000,200.95,56,10000,10000,964,0,0
Application_232649243,1,8300,71.46,180,8300,8300,0,0,1
Application_23284954,1,10000,300.07,36,10000,10000,1064,0,0
Application_232898209,1,3468.16,763.67,120,0,75000,773,0,0
Application_232928630,1,0,283.4,180,38000,38000,940,0,1
Application_2332561,1,15000,249.04,68,15000,15000,914,0,0
Application_233920391,1,37000,693.87,59,37000,37000,913,0,0
Application_234076589,1,5000,357,126,30000,35700,0,0,1
Application_23443236,1,5000,431.05,12,5000,5000,0,0,0
Application_234719138,1,5334,261.48,120,0,25000,746,0,0
Application_23498699,1,8000,120,81,8000,8000,996,0,0
Application_235120908,1,1158,544.9,60,25000,29500,914,0,0
Application_235124275,0,0,242,127,25000,24200,0,1,0
Application_235300,0,20000,260.5,90,20000,20000,861,0,1
Application_235330387,1,10000,500,126,50000,50000,0,0,0
Application_235493091,1,537,58.55,120,5500,5200,896,1,0
Application_23575323,1,15000,497.07,32,15000,15000,977,0,0
Application_236376229,1,0,150,127,0,15000,0,0,0
Application_236394436,1,6000,302.54,21,6000,6000,721,0,1
Application_236717130,1,5000,97.4,60,5000,5000,771,0,0
Application_237038952,1,0,450,126,45000,45000,0,0,0
Application_237168632,1,12500,356.81,38,10000,12500,873,0,0
Application_237339437,1,25000,330.12,90,25000,25000,827,0,0
Application_237359086,1,10000,155,127,15500,15500,0,0,0
Application_23766109,0,5000,152.82,36,5000,5000,730,0,0
Application_237690186,1,6000,266.77,24,6000,6000,1012,0,0
Application_238099968,1,232,238.52,87,17500,17500,912,0,0
Application_238116647,1,4608,100.25,58,5000,5000,835,0,0
Application_238288424,1,3698,394.13,41,15000,15000,969,0,0
Application_23849387,1,2952.53,84.45,120,7500,7500,859,0,0
Application_238566561,1,290,229.2,65,13000,13000,843,0,0
Application_238652668,1,5103.68,244.52,36,8000,8000,962,0,0
Application_239032241,1,7000,299.55,25,7000,7000,1105,0,0
Application_239240242,1,1729,200.95,56,0,10000,1039,0,0
Application_239377155,0,5000,250,126,0,25000,0,0,0
Application_239576189,1,25000,461.78,60,25000,25000,851,0,1
Application_240079306,1,500,100,72,6000,6000,0,0,0
Application_240331637,1,0,150.8,78,10000,10000,925,0,0
Application_240449735,0,5000,252.12,21,5000,5000,597,0,0
Application_240718291,1,4996.96,142.2,60,7300,7300,890,0,0
Application_241017706,0,8000,200,89,15000,15000,699,0,0
Application_241318555,1,6685,198.41,110,18000,18000,832,0,0
Application_241685891,1,8000,125,77,8000,8000,1082,0,0
Application_241855451,1,15000,281.65,60,15000,15000,994,0,0
Application_241911920,1,0,100,94,7500,7500,0,0,0
Application_242022154,1,5000,291.87,18,5000,5000,1019,0,0
Application_242156921,1,10000,500,126,50000,50000,0,0,0
Application_242285000,1,5200,101.29,60,5200,5200,808,0,0
Application_24255044,1,5046,205.49,120,25000,20000,828,1,0
Application_24262449,1,0,987.56,50,45300,45300,969,0,0
Application_242815690,1,10606,217.24,112,17000,20000,775,0,0
Application_243043341,1,2094,276.96,57,14000,14000,988,0,0
Application_243155734,1,12550,158.98,120,15000,15000,892,0,0
Application_243970966,1,0,180,127,18000,18000,828,0,0
Application_24406425,1,444,499.6,55,25000,25000,810,0,0
Application_244578315,1,9000,239.4,42,9000,9000,910,0,0
Application_245143253,1,301,400.53,115,37500,38000,805,0,0
Application_245599142,1,0,75,128,0,7100,0,0,0
Application_245918757,1,5000,97.4,60,5000,5000,947,0,0
Application_245999450,1,1500,100,58,5000,5000,893,0,0
Application_246311204,0,5000,400,56,20000,20000,0,0,0
Application_246462258,1,14656,298.31,99,23000,25000,764,0,0
Application_246692114,0,1614.5,392.02,120,38500,38500,890,0,0
Application_246705993,1,2274.71,300.8,23,6000,6500,942,0,0
Application_246711110,1,10000,106.46,120,10000,10000,800,0,0
Application_246715140,0,20000,250,96,20000,20000,825,0,0
Application_246845710,1,6000,147.2,46,6000,6000,922,0,0
Application_246862903,1,5300,180.39,32,5250,5300,775,0,0
Application_247180552,0,10270,256.59,120,25200,25200,0,0,0
Application_247748615,0,9000,346.53,28,0,9000,877,0,0
Application_247840928,1,10000,400,56,20000,20000,806,0,0
Application_247978091,0,8500,338.53,27,12000,8500,0,1,0
Application_248235615,1,0,220,127,25000,22000,952,1,0
Application_248337955,1,2665,246.58,120,24000,24000,0,0,0
Application_248502899,1,0,100,58,5000,5000,0,0,0
Application_248613166,0,8500,200,89,21000,14500,0,1,0
Application_248861723,1,0,110,134,11000,11000,0,0,0
Application_248922690,1,2000,180,127,0,18000,1004,0,0
Application_249482501,1,5000,56.3,120,5000,5000,923,0,0
Application_249560121,1,18087,300.61,110,0,27500,988,0,0
Application_249685016,0,5000,97.4,60,5000,5000,0,0,0
Application_250052548,1,15000,201.08,87,15000,15000,1082,0,0
Application_250158591,0,9000,250,126,25000,25000,0,0,0
Application_250165774,1,13000,138.39,120,13000,13000,0,0,0
Application_250211561,1,0,212,127,0,21200,819,0,0
Application_250213551,1,0,352.68,180,40500,45500,953,0,0
Application_250245996,1,10000,200.95,56,10000,10000,953,0,1
Application_250545532,1,22000,352.2,72,22000,22000,929,0,0
Application_250840958,1,0,100,134,10000,10000,824,0,0
Application_251084682,0,15000,372.42,44,15000,15000,610,0,0
Application_251117652,1,8000,173.36,53,8000,8000,814,0,0
Application_251304842,1,5062,154.11,120,15000,15000,994,0,0
Application_251581514,0,2100,150,37,5000,5000,942,0,0
Application_251670774,0,3474,701.91,60,38000,38000,870,0,1
Application_251868309,1,2549,199.14,27,5000,5000,854,0,0
Application_251968852,1,20000,345.59,65,20000,20000,972,0,0
Application_252124143,1,25000,254.56,120,25000,25000,1064,0,0
Application_252337151,1,6057,306.41,78,0,20500,978,0,0
Application_252844139,1,12883.83,763.67,120,75000,75000,919,0,0
Application_253027902,1,378,274.53,44,11000,11000,711,0,0
Application_253215176,0,0,150,80,10000,10000,816,0,0
Application_253227112,1,8099,242.47,120,20000,23600,766,0,0
Application_253438961,1,0,56.3,120,0,5000,824,0,0
Application_253804994,1,3496,152.82,36,0,5000,1080,0,0
Application_254078930,1,0,500,69,30000,30000,0,0,0
Application_254135108,1,6000,266.77,24,6000,6000,874,0,0
Application_254140097,1,0,1554.68,20,30000,30000,832,0,0
Application_254178417,1,17000,315.49,60,15000,17000,850,0,0
Application_254257564,0,0,300,37,15000,10000,0,1,0
Application_254548341,1,3000,150,127,15000,15000,0,0,0
Application_254575976,0,10000,350,71,21500,21500,0,0,0
Application_254692609,1,4244,223.79,60,5000,11700,842,0,0
Application_254734064,1,8000,466.99,18,8000,8000,935,0,0
Application_254770083,0,0,75,138,7500,7500,889,0,0
Application_255101811,0,3740,198.74,90,13000,15000,842,0,0
Application_255142512,1,12702.99,223.36,77,15000,15000,959,0,0
Application_25548149,1,12000,250,126,12500,25000,865,0,0
Application_255496047,0,6000,116.87,60,6000,6000,0,0,0
Application_255974100,1,2902,100.52,95,7500,7500,1010,0,0
Application_256114167,1,1491,679,48,30000,30000,889,0,0
Application_256120907,1,20000,454.39,48,20000,20000,926,0,0
Application_256387624,1,500,150,127,10000,15000,1004,0,1
Application_256457381,1,1092,155.83,60,8000,8000,915,0,0
Application_256466383,1,15000,157.59,120,15000,15000,1039,0,0
Application_256650628,0,2500,250,45,10000,10000,1009,0,0
Application_256653272,1,5000,100.25,58,5000,5000,1046,0,0
Application_257049161,0,19180,205.49,120,20000,20000,0,0,0
Application_257218041,1,0,50,138,5000,5000,1023,0,0
Application_257396106,1,12500,288.32,48,12500,12500,1001,0,0
Application_257445744,1,13000,106.61,180,13000,13000,733,0,0
Application_257850762,0,315.92,305.47,120,30000,30000,0,0,0
Application_257930732,1,24000,252.14,120,24000,24000,825,0,0
Application_258023934,1,10435,397.11,120,39000,39000,896,0,0
Application_258252135,1,10000,200,57,10000,10000,1001,0,0
Application_258438517,1,2000,179.8,120,17500,17500,887,0,0
Application_258527989,0,5000,125,45,5000,5000,916,0,0
Application_258641537,1,592,298.09,120,28500,28500,932,0,0
Application_258749628,1,0,500,71,31000,31000,0,0,0
Application_258924138,1,6000,266.77,24,6000,6000,844,0,1
Application_259138296,0,0,150,37,5000,5000,0,0,0
Application_259143826,0,15000,150,127,15000,15000,0,0,0
Application_259359835,1,8500,95.71,120,8500,8500,922,0,0
Application_259502445,1,6000,150.09,45,6000,6000,1044,0,0
Application_259576400,1,15000,448.17,36,15000,15000,1016,0,0
Application_259612643,1,4500,100,65,5500,5500,881,0,0
Application_259817176,1,3379,386.93,120,38000,38000,1020,0,0
Application_260150735,0,7500,229.23,36,7500,7500,626,0,1
Application_260393872,0,0,300,49,13000,13000,979,0,0
Application_260580298,0,2000,500,32,15000,15000,934,0,0
Application_26160493,1,0,150,127,15000,15000,906,0,0
Application_262031538,1,0,255.27,32,0,7500,0,0,0
Application_262095524,1,0,750,77,50000,50000,0,0,0
Application_262306667,0,30597,610.93,120,55000,60000,0,0,0
Application_262404188,1,5077.84,205.49,120,0,20000,910,0,0
Application_26283156,0,1072.42,333.98,120,31750,32800,782,0,0
Application_263050310,1,5000,300,126,0,30000,0,0,0
Application_263818750,1,47000,478.57,120,50000,47000,983,1,0
Application_263979596,1,15000,444.96,36,15000,15000,919,0,0
Application_264005685,1,6980.92,141.45,120,13000,13000,951,0,0
Application_26410828,1,4173,296.2,56,15000,15000,808,0,0
Application_264173507,1,15000,301.06,55,14000,15000,814,0,1
Application_264244636,1,7000,219.51,35,7000,7000,747,0,0
Application_264373481,1,7000,194.52,40,7000,7000,861,0,0
Application_264477800,1,11520,458.2,120,45000,45000,851,0,0
Application_264669276,1,0,250,126,25000,25000,0,0,0
Application_264715981,1,5000,97.4,60,5000,5000,1071,0,0
Application_264806764,1,13000,198.95,78,15000,13000,834,1,0
Application_265162816,1,0,315.49,60,17000,17000,901,0,0
Application_265475523,1,30000,313.78,120,30000,30000,864,0,1
Application_265680904,1,5070,228.53,75,0,15000,872,0,0
Application_265816038,1,5000,152.82,36,5000,5000,823,0,0
Application_266238113,1,15000,400,107,0,35000,741,0,0
Application_266262290,0,14400,250,67,15000,14400,0,1,1
Application_26668050,1,10250,81.48,180,10250,10250,855,0,1
Application_266785045,1,3706,141.45,120,13000,13000,853,0,0
Application_2668090,0,4500,125,45,5000,5000,688,0,0
Application_266918360,1,8286,184.94,120,18000,18000,974,0,0
Application_266976061,1,15000,154.11,120,15000,15000,850,0,0
Application_267056796,1,5000,308.24,17,5000,5000,1012,0,0
Application_267531989,0,15000,301.06,55,15000,15000,656,0,0
Application_267552072,0,0,500,11,5000,5000,702,0,0
Application_268386026,0,13000,294.49,78,20000,20000,0,0,1
Application_268421929,0,0,150,122,14000,14000,750,0,0
Application_268431474,1,6836,215.76,120,21000,21000,964,0,1
Application_269210092,0,2698.26,106.46,120,7400,10000,714,0,0
Application_269523042,1,4428,124.49,59,6400,6300,789,1,0
Application_269531667,1,0,75,81,5000,5000,941,0,0
Application_269535983,1,10172,486.71,120,50000,47800,879,1,0
Application_26954699,1,5000,350,126,35000,35000,881,0,0
Application_269595445,1,3000,250,69,15000,15000,0,0,0
Application_269606856,1,25000,343.12,84,25000,25000,878,0,0
Application_27014288,1,18000,275,80,18000,18800,889,0,0
Application_270260512,1,0,252,57,12500,12600,846,0,0
Application_27118645,1,0,299.49,44,0,12000,0,0,0
Application_271401465,1,10000,200,57,10000,10000,1048,0,0
Application_271407289,1,15000,746.09,21,15000,15000,989,0,0
Application_271490883,1,5033.29,154.11,120,5000,15000,812,0,0
Application_271970168,1,0,500,126,50000,50000,0,0,0
Application_272275094,0,10000,173.98,66,10000,10000,0,0,0
Application_272415884,1,35516,763.67,120,75000,75000,892,0,0
Application_27269617,1,20000,205.49,120,20000,20000,903,0,1
Application_272933056,1,1775,97.4,60,15000,5000,859,1,0
Application_273143422,1,30000,399.49,87,30000,30000,0,0,0
Application_273273946,1,10000,200,57,10000,10000,0,0,0
Application_273406393,1,0,253.72,48,11000,11000,953,0,0
Application_273495805,1,964.29,183.39,36,0,6000,745,0,0
Application_27381481,1,10020,200.35,120,19500,19500,927,0,0
Application_273862148,1,19000,199.61,120,19000,19000,854,0,0
Application_274061829,1,0,700,56,35000,35000,0,0,0
Application_274300371,0,5000,83.61,72,5000,5000,649,0,0
Application_274406019,1,6828,346.2,120,0,34000,828,0,0
Application_274583570,0,0,103.35,180,0,13000,937,0,1
Application_274762869,0,10000,232.82,48,10000,10000,744,0,0
Application_274778692,1,345,651.72,102,0,56000,904,0,0
Application_275075423,1,3000,350,117,0,33000,0,0,0
Application_275122815,1,75000,763.67,120,75000,75000,954,0,0
Application_275306939,1,0,800,89,5000,60000,885,0,0
Application_275338795,1,7500,147.42,60,7500,7500,842,0,0
Application_275348392,0,10000,207.55,54,10000,10000,0,0,0
Application_275430191,1,45.63,240.57,78,16000,16000,745,0,0
Application_275649144,1,25000,392.51,72,25000,25000,788,0,0
Application_275653856,0,3000,75,102,6000,6000,0,0,0
Application_27565730,1,305,149.07,37,5000,5000,964,0,0
Application_275890298,1,30000,399.49,87,30000,30000,917,0,0
Application_27646111,1,479.63,250.37,100,21000,21000,863,0,0
Application_276561013,0,0,300.13,103,26000,26000,833,0,0
Application_276618599,1,0,450,126,45000,45000,0,0,0
Application_276983363,0,3000,100,58,5000,5000,1027,0,0
Application_277098104,0,25000,300.15,101,25000,25000,0,0,1
Application_277468607,1,0,100,58,5000,5000,806,0,0
Application_277574167,0,1263,240.72,89,18000,18000,679,0,0
Application_277874896,0,5000,190,127,19000,19000,0,0,0
Application_277915077,0,10000,106.46,120,10000,10000,657,0,0
Application_278274689,1,7000,300,78,20000,20000,0,0,0
Application_278467761,1,4956.34,366.08,120,0,35000,997,0,0
Application_279099840,1,15000,154.11,120,15000,15000,1025,0,0
Application_27945062,0,1000,50,138,5000,5000,672,0,0
Application_279555403,1,5000,205.49,120,20000,20000,871,0,0
Application_279664800,1,15000,195.38,90,15000,15000,1005,0,0
Application_279835618,0,2500,75,138,7500,7500,0,0,0
Application_279950705,0,8881,295.81,100,24000,25000,799,0,0
Application_280615913,0,2000,407.29,120,0,40000,808,0,0
Application_280819840,0,0,500,44,20000,20000,0,0,0
Application_280821610,0,11000,246.95,50,11000,11000,0,0,0
Application_280877222,1,5000,252.12,21,5000,5000,1019,0,0
Application_28092819,1,15000,200.6,89,15000,15000,834,0,1
Application_281067563,1,9043,174.66,120,17000,17000,956,0,0
Application_28108337,1,5000,252.12,21,5000,5000,752,0,0
Application_281167528,1,1469,73.19,120,6500,6500,833,0,0
Application_281171585,1,11500,205.49,120,20000,20000,904,0,0
Application_281385235,1,5000,241.28,22,5000,5000,901,0,0
Application_281616579,1,16000,250.17,74,16000,16000,777,0,0
Application_281670434,1,14698.43,763.67,120,75000,75000,768,0,0
Application_281817768,1,0,71.46,180,8300,8300,992,0,0
Application_281892095,1,5000,97.4,60,5000,5000,771,0,0
Application_282154033,0,15000,344.04,48,15000,15000,0,0,0
Application_282254984,1,15000,180.34,99,15000,15000,950,0,0
Application_282312422,1,15000,444.96,36,15000,15000,1073,0,0
Application_282421711,1,0,200,89,14000,15000,980,0,0
Application_282789165,1,0,150,127,15000,15000,0,0,0
Application_282860911,1,0,153.59,48,6500,6500,1024,0,0
Application_283012951,1,25000,468.32,60,25000,25000,956,0,0
Application_28307391,1,2500,146.09,60,7500,7500,0,0,0
Application_283094751,1,5621,175.31,60,10000,9000,857,1,0
Application_283238836,0,15000,200.1,90,15000,15000,767,0,0
Application_283291072,1,6000,141.78,48,6000,6000,993,0,1
Application_283322724,0,1000,150,127,15000,15000,0,0,0
Application_283388706,0,426,261.48,120,25000,25000,767,0,1
Application_283722286,0,18000,533.95,36,18000,18000,680,0,1
Application_283917402,1,4853,236.83,72,15000,15000,884,0,0
Application_284536211,1,5000,400,89,30000,30000,0,0,0
Application_284917089,1,5000,74.51,83,5000,5000,914,0,0
Application_284945100,1,0,200,127,20000,20000,965,0,0
Application_285172480,0,0,50,138,5000,5000,1032,0,0
Application_285279079,1,4143.8,352.43,44,14000,14000,949,0,0
Application_285349575,0,14000,147.16,122,0,14000,0,0,0
Application_285668229,1,12500,236.35,60,12500,12500,1033,0,0
Application_285936065,1,10000,302.21,36,10000,10000,1019,0,0
Application_285972935,1,0,150,106,12500,12500,922,0,0
Application_286122925,1,15000,400,72,25000,25000,801,0,0
Application_286552024,0,0,182,127,18200,18200,0,0,0
Application_286583043,1,12000,276.79,48,12000,12000,888,0,0
Application_287135180,1,3421,183.85,120,17500,17500,902,0,0
Application_287210829,1,46,261.51,54,12600,12600,0,0,0
Application_287333972,1,15000,157.59,120,15000,15000,946,0,0
Application_287357474,1,27000,498.72,60,27000,27000,967,0,0
Application_287520348,1,6828,154.11,120,15000,15000,823,0,1
Application_287618269,1,25000,448.37,62,25000,25000,0,0,0
Application_287741498,1,18000,248.65,84,18000,18000,903,0,0
Application_28775295,1,5000,50,138,5000,5000,1037,0,0
Application_287850303,1,0,610.93,120,60000,60000,869,0,0
Application_28837634,1,10000,106.46,120,10000,10000,713,0,0
Application_288379803,0,1600,400,126,40000,40000,853,0,0
Application_288408704,0,5575,127.75,120,5000,12000,857,0,0
Application_288726340,1,2167,252.85,30,7000,7000,814,0,0
Application_288862349,1,793,195.32,72,0,12100,783,0,1
Application_288927991,1,6435,345.59,65,0,20000,974,0,0
Application_288955533,1,5000,250,126,25000,25000,0,0,0
Application_289242623,0,7000,149.25,54,7000,7000,0,0,0
Application_289376845,1,8637,376.74,120,37000,37000,858,0,0
Application_289454407,0,0,125,55,6000,6000,0,0,0
Application_289484270,0,5356,108.81,120,5000,10000,674,0,0
Application_289756631,0,5000,118.15,48,8000,5000,0,1,0
Application_289815659,1,15000,278.38,60,15000,15000,1016,0,0
Application_289978097,1,13000,245.8,60,13000,13000,870,0,0
Application_290376432,1,0,250,69,15000,15000,0,0,0
Application_290815426,1,25000,323.39,90,25000,25000,918,0,0
Application_290853810,1,11580,712.95,48,31500,31500,863,0,1
Application_290930697,1,5000,100.25,58,5000,5000,881,0,1
Application_291332257,0,9900,299.56,59,12000,15900,0,0,0
Application_291431226,1,0,200,57,10000,10000,0,0,0
Application_29159295,1,13500,367.59,40,13500,13500,767,0,0
Application_291930684,1,0,400,85,29000,29000,818,0,0
Application_291942074,1,0,750,126,75000,75000,883,0,0
Application_292846254,1,10000,200.01,57,10000,10000,999,0,0
Application_293013801,1,40000,407.29,120,40750,40000,904,1,0
Application_293081460,0,25000,254.56,120,25000,25000,870,0,0
Application_293186607,1,13491.02,509.11,120,50000,50000,934,0,0
Application_29347740,1,0,300,60,14000,16000,1052,0,0
Application_293524796,1,5000,222.31,24,5000,5000,955,0,0
Application_293711004,1,10000,200,57,10000,10000,964,0,0
Application_293784002,1,5000,56.3,120,5000,5000,1099,0,0
Application_293805107,1,25000,250,126,25000,25000,860,0,0
Application_293821690,1,5000,300,126,30000,30000,0,0,0
Application_294013307,1,1278,189.08,60,0,10000,1030,0,0
Application_294289967,1,5000,431.05,12,5000,5000,904,0,0
Application_294573356,1,0,180,58,9000,9000,924,0,0
Application_294694772,1,28135.55,397.61,105,30000,35000,919,0,0
Application_29490720,1,7500,375,79,25500,25500,0,0,0
Application_294970768,0,15000,278.38,60,15000,15000,0,0,0
Application_29510533,0,0,240,57,10000,12000,0,0,0
Application_295187359,1,7000,311.24,24,7000,7000,937,0,0
Application_295260103,1,18256,356.38,120,35000,35000,968,0,0
Application_295287733,1,20000,298.93,78,20000,20000,796,0,0
Application_295457720,1,500,200,127,0,20000,0,0,0
Application_295611064,0,0,200,33,6000,6000,0,0,0
Application_295621979,1,3910,299.63,46,12500,12500,1016,0,1
Application_295911477,1,138,223.37,64,12500,12500,915,0,0
Application_295976778,1,5000,100,58,0,5000,930,0,0
Application_296099695,1,6000,67.56,120,6000,6000,1011,0,0
Application_296318247,1,2941.66,99.71,96,7500,7500,882,0,0
Application_296732482,0,700,169.47,60,8700,8700,0,0,0
Application_296817651,0,17000,446.68,41,17000,17000,0,0,0
Application_296975163,0,35000,646.5,60,35000,35000,957,0,0
Application_297421946,1,7000,99.13,90,7000,7000,870,0,0
Application_297632601,1,0,400,72,25000,25000,887,0,0
Application_297860033,1,0,350,65,0,20000,0,0,0
Application_297906450,1,22000,231.13,120,22000,22000,920,0,0
Application_297909147,1,12000,362.66,36,12000,12000,748,0,0
Application_298135524,1,5000,100.25,58,5000,5000,853,0,0
Application_298623351,1,11000,391.22,30,0,11000,1004,0,0
Application_298654123,1,829,468.38,120,46000,46000,823,0,0
Application_299035755,0,11323,605.34,26,15000,15000,863,0,0
Application_299160925,1,10000,161.42,72,15000,10000,963,1,1
Application_299353719,1,2849.83,560.15,79,38000,38000,908,0,0
Application_299505739,1,0,250,96,20000,20000,795,0,0
Application_299628516,1,10000,106.46,120,10000,10000,785,0,0
Application_299698075,1,11000,196.57,64,11000,11000,944,0,0
Application_300270464,1,17500,324.77,60,17500,17500,991,0,0
Application_300795575,1,25000,499.6,55,25000,25000,996,0,0
Application_300912987,1,0,100,58,5000,5000,0,0,0
Application_30101703,1,3927,506.77,40,18700,18700,937,0,0
Application_301307706,1,8200,159.73,60,8200,8200,986,0,0
Application_301491472,1,10000,106.46,120,10000,10000,961,0,0
Application_301727231,1,25000,461.78,60,25000,25000,933,0,0
Application_302222228,1,15000,154.11,120,15000,15000,951,0,0
Application_302395205,1,18000,350,65,20000,20000,0,0,0
Application_303318311,1,0,200,89,15000,15000,1064,0,0
Application_303387655,1,3814,650,126,65000,65000,879,0,0
Application_303445099,1,7500,145,134,14500,14500,0,0,0
Application_303866233,1,20000,315.77,72,20000,20000,960,0,0
Application_303923658,1,0,450,77,30000,30000,996,0,0
Application_304004510,0,10000,230.66,48,10000,10000,631,0,0
Application_304101828,1,7500,177.22,48,7500,7500,0,0,0
Application_304416200,1,114,77.7,120,6900,6900,1000,0,0
Application_304480398,0,2500,150,127,15000,15000,0,0,0
Application_304662674,1,10000,106.46,120,10000,10000,906,0,0
